#{"t_start": 1650012600.3294065, "env_id": "A1GymEnv-v1"}
r,l,t
13.097227,103,2089.880863
4.519717,61,2089.986763
7.694422,66,2090.128099
6.402381,71,2090.25349
5.440486,66,2090.392957
7.166817,90,2090.549184
11.152029,116,2090.777864
0.521755,88,2090.963194
2.913105,41,2091.035373
4.404081,66,2091.175754
2.662178,47,2091.258844
10.741637,115,2091.489843
7.13309,63,2091.599024
4.897252,70,2091.745019
7.431316,64,2091.883872
2.313533,56,2091.981356
5.078503,64,2092.093577
7.309041,85,2092.263325
1.92799,53,2092.380089
3.734875,65,2092.489424
6.113724,82,2092.654595
5.840416,95,2092.825125
5.935024,83,2092.991203
13.225271,134,2093.246111
7.619275,70,2093.393503
14.934322,98,2093.55885
9.490559,93,2093.747027
6.298899,68,2093.889831
6.700837,131,2094.15496
7.353124,58,2094.251936
4.630738,71,2094.396397
5.96321,65,2094.514398
6.588682,62,2094.646961
10.459809,118,2094.886823
5.921375,64,2094.998394
7.986964,66,2095.136021
7.313,59,2095.238463
8.77067,62,2095.372391
6.943085,59,2095.471737
10.210466,139,2095.738323
5.709498,63,2095.871341
8.242335,113,2096.092029
6.986537,72,2096.215587
5.167741,57,2096.342791
2.780648,63,2096.448023
1.526351,45,2096.524276
4.050434,59,2096.659445
0.729345,56,2096.756852
14.397738,130,2097.012249
5.713751,105,2097.219493
5.555022,70,2097.367131
6.1321,67,2097.485616
7.287441,59,2097.615376
9.505774,73,2097.744879
-6.307852,152,2098.035643
7.315943,63,2098.172278
2.633021,50,2098.259562
7.69462,155,2098.579209
3.678985,43,2098.664338
10.946667,75,2098.794896
7.538529,68,2098.937836
7.295211,87,2099.113596
2.448653,38,2099.182057
1.734483,49,2099.269579
8.926011,66,2099.407264
7.716788,64,2099.518496
6.148298,83,2099.684923
9.931094,78,2099.839275
13.641423,130,2100.089858
3.263204,67,2100.204768
7.365214,75,2100.356771
5.718322,74,2100.478376
4.798441,73,2100.640698
10.521625,199,2101.004917
1.023115,34,2101.086761
6.737449,73,2101.212748
6.231839,61,2101.345138
7.127569,65,2101.459932
3.729825,66,2101.602808
7.567352,70,2101.720629
12.03329,87,2101.897383
4.598417,72,2102.048634
9.28245,133,2102.303952
4.288443,57,2102.401424
3.887854,48,2102.489012
2.102908,60,2102.620436
8.224945,77,2102.757644
3.536254,63,2102.891584
14.409934,141,2103.163362
6.91713,59,2103.289388
7.802443,70,2103.41222
4.605059,62,2103.547984
1.673328,66,2103.659952
9.185581,76,2103.821212
10.502341,96,2103.986262
5.356323,75,2104.14093
14.817682,135,2104.400399
3.26334,66,2104.547411
9.496853,73,2104.676176
7.218322,77,2104.836717
2.883894,65,2104.952204
4.339349,65,2105.094334
5.198769,91,2105.252221
1.609273,97,2105.446478
10.059918,119,2105.677241
4.481309,65,2105.810566
5.79249,56,2105.905782
11.759537,119,2106.130207
16.980389,141,2106.401948
3.615733,77,2106.557846
9.373084,79,2106.695797
4.034039,65,2106.833862
1.477824,42,2106.906301
7.558872,68,2107.049849
0.928983,32,2107.106119
6.840163,64,2107.218224
6.058284,57,2107.344222
5.232774,63,2107.455602
4.540538,74,2107.610504
3.575334,52,2107.701973
7.468481,60,2107.828874
11.78277,96,2108.019564
14.995274,88,2108.174127
6.381096,61,2108.312668
4.523755,113,2108.537626
11.829706,113,2108.766934
2.250195,109,2108.959181
6.854667,62,2109.092878
6.404828,72,2109.219123
6.294347,57,2109.340779
3.091662,72,2109.462806
5.528176,57,2109.584748
3.453384,77,2109.719522
2.122753,55,2109.839213
5.298773,57,2109.937742
1.954567,82,2110.101934
2.226355,37,2110.165675
4.966108,68,2110.314144
3.343641,90,2110.495866
1.436209,38,2110.562028
8.071726,78,2110.699614
4.02177,56,2110.820009
8.972169,131,2111.07915
6.878089,65,2111.194903
1.586509,40,2111.289131
7.325419,76,2111.421654
6.858434,76,2111.579391
8.300679,117,2111.813655
6.969448,69,2111.931772
1.684389,52,2112.045754
7.061473,118,2112.282208
8.894132,93,2112.447341
-0.156771,87,2112.625667
5.57458,112,2112.848995
5.210975,65,2112.96599
7.467587,69,2113.110978
4.358117,54,2113.216419
11.248925,117,2113.446449
7.37694,70,2113.591163
8.154038,76,2113.723843
2.238861,35,2113.806315
5.785531,61,2113.911562
15.662228,108,2114.126828
0.737795,47,2114.215312
5.781023,63,2114.347629
8.343384,78,2114.507169
6.457193,68,2114.625442
6.124699,71,2114.775702
5.72201,63,2114.886493
6.582739,103,2115.093211
5.351022,81,2115.261963
32.470108,172,2115.593349
24.589998,185,2115.940459
6.159967,68,2116.079559
7.38361,65,2116.200474
3.798673,50,2116.310462
2.937202,43,2116.384483
17.015682,156,2116.684788
5.377897,91,2116.86959
2.881334,49,2116.957011
12.70415,162,2117.288276
2.601605,42,2117.360346
6.629208,61,2117.488583
6.621734,68,2117.605372
7.207037,116,2117.835785
6.476896,63,2117.94908
4.808797,72,2118.102567
22.388,147,2118.384278
5.158508,138,2118.649101
7.600733,88,2118.825984
7.960038,66,2118.938794
2.412218,63,2119.077219
4.129284,92,2119.261747
5.172661,148,2119.541323
3.74025,65,2119.657817
6.799801,74,2119.807704
5.922747,57,2119.902238
6.647905,66,2120.047011
6.111635,61,2120.150918
4.918908,57,2120.270767
7.650396,77,2120.401716
11.795517,97,2120.594306
3.38688,44,2120.669607
7.964067,70,2120.812451
6.376452,61,2120.915885
6.834319,73,2121.066472
3.299355,110,2121.28016
6.564684,73,2121.404617
8.036023,68,2121.546913
4.775361,78,2121.708238
3.510053,51,2121.795104
4.101255,57,2121.899274
6.928271,84,2122.069581
2.648973,36,2122.130597
8.980798,139,2122.424455
-1.189727,109,2122.617493
5.622724,70,2122.765772
3.686909,67,2122.884015
6.023841,63,2123.015794
5.371303,48,2123.098817
4.991407,71,2123.243395
3.86326,53,2123.33708
4.712374,62,2123.469213
11.778304,133,2123.726794
5.833077,60,2123.831827
13.128478,119,2124.0579
7.767757,69,2124.201019
5.17064,66,2124.314924
2.261906,55,2124.434363
2.859902,73,2124.559508
1.644458,51,2124.673272
2.943125,52,2124.764571
3.20596,53,2124.857123
1.960121,71,2125.00914
2.467833,64,2125.146085
4.049062,71,2125.270319
4.614971,53,2125.362519
18.082256,193,2125.742918
10.79927,97,2125.943815
8.312674,76,2126.078075
5.913109,55,2126.197263
9.788934,80,2126.332924
4.702968,62,2126.465001
6.883865,68,2126.583312
3.851843,62,2126.715197
9.447964,123,2126.955441
19.068874,126,2127.196367
6.971593,92,2127.376131
3.479792,61,2127.478801
5.167107,57,2127.574885
3.0302,61,2127.701917
4.682242,50,2127.786856
7.76253,106,2127.992742
5.563799,62,2128.123594
6.428868,82,2128.264493
7.155588,92,2128.450835
7.315718,75,2128.603711
1.024851,36,2128.666805
3.992036,67,2128.784641
11.4587,144,2129.084321
5.901068,63,2129.19205
1.942168,35,2129.250952
7.609376,72,2129.396623
2.228589,45,2129.47369
4.340938,78,2129.636502
6.022426,61,2129.741833
3.669715,75,2129.89635
7.031784,72,2130.022156
5.731719,84,2130.195293
10.131964,91,2130.376899
2.755421,53,2130.468826
5.558382,74,2130.624358
5.956115,65,2130.737751
3.218118,79,2130.900151
4.325998,74,2131.054627
17.556631,107,2131.246549
10.593277,87,2131.425089
5.7842,60,2131.534547
4.568337,68,2131.68558
3.484842,65,2131.822534
3.660203,62,2131.927929
1.474648,49,2132.012948
7.489896,66,2132.154959
5.132525,49,2132.241221
6.806231,78,2132.39985
32.446534,144,2132.678209
6.476215,65,2132.818285
3.119382,43,2132.89243
4.163674,78,2133.03028
3.991444,182,2133.389364
3.11762,53,2133.484992
7.639897,74,2133.637796
1.709928,89,2133.815176
9.023842,84,2133.957234
4.771751,54,2134.071459
1.653566,56,2134.168962
11.25075,112,2134.387962
2.649236,52,2134.476245
3.674261,65,2134.612204
5.520747,65,2134.727262
4.258429,57,2134.852754
0.457297,54,2134.948902
9.269929,79,2135.112399
5.44531,71,2135.235557
4.663193,64,2135.369476
6.108019,65,2135.487876
5.230884,59,2135.616386
12.482531,100,2135.819276
4.855982,72,2135.945958
8.05885,63,2136.083904
1.313633,40,2136.154602
5.468728,51,2136.245929
5.300954,55,2136.367298
1.943737,47,2136.448454
7.648762,67,2136.591394
14.116558,106,2136.795931
18.278026,141,2137.057884
1.967354,48,2137.1379
5.611077,61,2137.268436
7.219861,72,2137.396909
7.041531,97,2137.586622
6.618859,58,2137.685977
7.664219,61,2137.816897
4.025746,69,2137.935915
4.8687,62,2138.067632
1.849428,121,2138.300339
5.30788,66,2138.413697
10.30778,88,2138.588741
7.214576,59,2138.694969
6.707979,70,2138.843961
13.542781,134,2139.098821
8.044947,81,2139.263234
8.205278,85,2139.41543
6.052366,62,2139.545908
12.119995,209,2139.931492
1.983617,56,2140.052016
2.784443,64,2140.161715
6.452738,96,2140.348608
5.415078,62,2140.481147
10.149718,83,2140.628952
6.685325,86,2140.805191
6.897614,156,2141.103314
2.768265,48,2141.2174
6.980347,58,2141.315127
10.903476,87,2141.48866
5.943864,82,2141.631644
5.675625,64,2141.764794
6.69478,70,2141.883445
6.483596,59,2142.00975
6.079822,75,2142.137363
4.912878,66,2142.275772
9.088434,78,2142.433681
2.985635,62,2142.538835
0.838714,195,2142.927105
5.512517,54,2143.019523
6.582924,61,2143.130039
6.815823,114,2143.351077
19.993256,108,2143.562947
6.981041,57,2143.685507
7.840154,75,2143.816297
5.606423,54,2143.932788
3.583969,61,2144.04125
9.441051,71,2144.187248
5.849054,83,2144.330285
6.546119,65,2144.472072
11.772284,206,2144.858144
2.937128,65,2144.998522
5.751225,66,2145.121474
5.852388,64,2145.257856
3.129206,54,2145.351674
3.669464,52,2145.469582
5.067478,48,2145.552694
4.239589,60,2145.681822
7.024678,61,2145.787236
5.777384,65,2145.927043
10.020603,110,2146.121086
-2.0813,139,2146.407986
0.915461,57,2146.507909
10.00555,83,2146.677056
4.605982,56,2146.772968
8.973025,114,2147.005711
6.400189,57,2147.106944
7.190536,80,2147.272404
6.638417,69,2147.415321
2.904257,180,2147.7547
13.314073,108,2147.962077
8.88636,109,2148.170533
2.81544,37,2148.231127
2.558233,63,2148.35335
5.309512,70,2148.496617
2.178904,108,2148.710777
19.066232,144,2148.996336
4.681239,55,2149.09134
7.787054,65,2149.231892
4.731996,63,2149.343184
3.7685,55,2149.461514
3.235123,43,2149.534377
7.472745,64,2149.668729
6.127796,56,2149.765274
8.857031,86,2149.934642
2.104178,47,2150.015203
3.042571,56,2150.135821
5.823757,67,2150.251531
4.689965,55,2150.370857
3.641322,59,2150.473627
11.379773,84,2150.644222
5.126619,70,2150.766324
22.304007,161,2151.07479
10.094683,79,2151.237298
6.973967,64,2151.373057
7.775865,72,2151.495447
4.967952,61,2151.624412
5.683799,54,2151.717648
2.807092,38,2151.782991
1.63285,36,2151.869032
5.494575,71,2151.99091
2.909042,53,2152.105476
2.840819,52,2152.193547
4.81154,47,2152.274878
2.567588,64,2152.409201
10.901219,101,2152.608396
3.37864,63,2152.719428
1.586033,53,2152.839639
1.765424,56,2152.938072
8.948008,78,2153.095604
18.133328,148,2153.384673
3.752175,42,2153.457032
3.386109,61,2153.587145
6.19614,65,2153.70043
8.475862,71,2153.84744
3.680422,43,2153.921204
6.064828,83,2154.087145
12.538501,92,2154.244418
6.540771,67,2154.387609
5.168757,61,2154.487048
8.750855,98,2154.68303
2.862866,55,2154.813494
4.486767,218,2155.219139
2.927501,88,2155.402569
13.900853,115,2155.626677
6.56964,135,2155.879572
3.954063,56,2155.974584
6.198908,69,2156.117581
3.81188,97,2156.309627
4.113174,59,2156.411229
4.10747,55,2156.50491
4.653194,77,2156.66296
4.411825,70,2156.808156
5.547143,60,2156.907885
8.653764,76,2157.062054
2.404594,62,2157.167543
4.068301,46,2157.271289
5.544884,59,2157.374437
6.928631,95,2157.560951
3.411567,102,2157.758945
3.204703,46,2157.83851
6.276774,58,2157.938954
4.193223,47,2158.04439
4.941172,54,2158.136857
5.059846,53,2158.251168
4.016804,59,2158.355254
6.235358,59,2158.459737
13.551422,121,2158.703837
1.649056,74,2158.857496
3.004053,39,2158.925884
4.93881,104,2159.131964
4.482408,88,2159.311358
5.146657,53,2159.405526
3.806206,48,2159.514589
5.15448,59,2159.61432
2.780959,42,2159.684827
1.43812,40,2159.779489
10.574881,84,2159.924459
4.246065,61,2160.04916
4.308082,51,2160.135688
2.275614,67,2160.276171
7.103917,74,2160.406532
8.800191,81,2160.578854
4.265827,65,2160.695305
20.054644,144,2161.001405
19.626094,139,2161.262659
6.954184,69,2161.383249
3.966048,46,2161.487188
6.777224,153,2161.779087
5.777579,56,2161.873417
15.85057,121,2162.112782
12.762472,114,2162.335344
5.57545,52,2162.430702
1.773284,42,2162.527347
1.311806,52,2162.617155
2.888297,78,2162.775122
2.527037,41,2162.8451
4.144661,60,2162.975426
4.305352,60,2163.077709
1.247205,106,2163.282208
6.86597,56,2163.37625
2.661854,44,2163.475787
6.471207,60,2163.581765
5.264935,152,2163.874202
2.388279,50,2163.983145
13.487829,100,2164.180654
2.140261,50,2164.268488
2.677134,40,2164.337369
10.451727,116,2164.564321
1.021929,46,2164.640968
10.296659,93,2164.823847
13.151135,93,2165.007029
4.079443,93,2165.195451
3.668449,42,2165.267653
11.630276,95,2165.453499
2.119379,59,2165.553405
3.679729,47,2165.656898
3.867267,47,2165.737885
4.548684,88,2165.916222
8.386823,101,2166.092381
5.909959,71,2166.240217
0.21954,66,2166.360017
6.059579,61,2166.493752
5.898191,68,2166.613311
6.336329,79,2166.777528
5.760811,62,2166.909892
4.809847,53,2167.001629
5.160404,56,2167.099896
4.478966,95,2167.289876
2.588969,41,2167.358789
6.602368,56,2167.477003
1.223631,34,2167.534116
4.895201,66,2167.668198
5.00465,66,2167.781196
5.871223,50,2167.892837
2.78175,48,2167.973439
5.847926,63,2168.081714
5.096652,63,2168.218328
4.316953,55,2168.311942
6.431328,59,2168.441225
2.15851,62,2168.550312
11.466985,214,2168.974219
5.204031,54,2169.068314
3.407961,57,2169.188451
6.007262,60,2169.292543
6.753659,68,2169.43505
4.849294,57,2169.533721
4.302468,50,2169.645498
6.567409,150,2169.928898
1.840703,36,2169.989333
6.621695,63,2170.120034
5.525484,56,2170.222629
6.988394,63,2170.359048
7.014282,79,2170.497668
2.601857,67,2170.641091
7.836801,68,2170.761407
6.290711,60,2170.889973
2.586653,48,2170.975196
9.773775,131,2171.230165
6.367026,77,2171.384445
6.353025,70,2171.502113
5.364525,60,2171.628577
6.435563,66,2171.743166
2.754664,116,2171.967375
6.553569,63,2172.103662
4.455782,62,2172.209322
7.931534,57,2172.335901
10.440732,104,2172.515172
2.267625,44,2172.616737
4.347757,62,2172.722811
7.619821,67,2172.866318
0.551396,77,2173.003366
0.939789,58,2173.128109
5.635983,61,2173.232209
4.288116,59,2173.356874
6.547269,70,2173.477077
5.373177,53,2173.591315
8.214087,147,2173.86679
4.561667,65,2173.987295
3.84773,110,2174.203515
7.308544,84,2174.36884
5.839103,74,2174.509217
5.836897,59,2174.641231
7.396977,63,2174.754596
2.361875,43,2174.854993
7.203956,94,2175.017418
16.169423,105,2175.22649
7.785331,74,2175.377804
14.737003,122,2175.615104
9.776461,76,2175.748044
7.387525,66,2175.890431
6.222534,65,2176.007354
5.158688,75,2176.163057
9.893813,127,2176.407343
5.432005,69,2176.557836
7.304347,58,2176.660466
0.548754,126,2176.91392
8.236854,80,2177.084243
4.854948,73,2177.213039
6.88197,61,2177.340947
5.627226,58,2177.441493
15.50891,148,2177.72134
0.82136,47,2177.825598
1.410644,45,2177.909872
4.449336,65,2178.045603
7.890782,76,2178.177744
6.009699,55,2178.302242
5.366784,68,2178.420276
7.958733,88,2178.600586
5.377082,60,2178.702277
4.969145,96,2178.894692
3.867295,58,2178.997146
5.64319,58,2179.124651
15.140153,130,2179.372331
5.421599,91,2179.553534
1.302502,135,2179.81476
4.799347,47,2179.899951
7.902682,74,2180.049443
6.069071,55,2180.143643
5.308982,64,2180.280769
8.77301,78,2180.417333
4.118609,67,2180.558467
9.765659,89,2180.712008
1.47379,44,2180.812454
4.687748,61,2180.918833
7.289958,74,2181.071362
6.704914,70,2181.189932
1.059362,36,2181.273194
-0.218716,176,2181.605013
10.675854,98,2181.807389
1.21916,59,2181.909419
-0.504688,51,2182.027741
8.757496,69,2182.151973
7.165569,74,2182.308674
5.56633,70,2182.428012
3.518606,63,2182.565873
4.610507,55,2182.661855
4.223074,69,2182.803383
4.183617,65,2182.919286
2.42524,122,2183.156323
13.074606,114,2183.378272
5.233429,59,2183.505332
18.972942,153,2183.803939
2.302925,47,2183.883351
4.206639,55,2183.997965
-0.730874,242,2184.444012
6.129673,61,2184.574193
4.537112,73,2184.700315
7.437534,70,2184.844562
4.16464,72,2184.996536
5.537272,76,2185.125001
7.11797,63,2185.257947
5.768042,55,2185.349262
2.655092,46,2185.42565
3.501291,50,2185.534968
8.172784,98,2185.73722
9.736204,85,2185.881572
7.710481,75,2186.035198
7.628585,117,2186.268964
0.227003,64,2186.380275
2.757193,73,2186.532669
6.641302,62,2186.641208
5.025862,66,2186.782943
5.019095,79,2186.922129
1.670626,60,2187.048686
2.678793,35,2187.108886
5.251376,50,2187.222491
14.256526,128,2187.467719
3.129903,63,2187.581057
5.990794,152,2187.869679
5.200475,83,2188.03763
4.05567,46,2188.118079
5.510569,99,2188.317801
17.144564,130,2188.573626
7.142812,72,2188.724203
7.092092,68,2188.839344
2.559894,47,2188.94541
3.996027,47,2189.025738
2.355676,45,2189.10492
4.769983,71,2189.254171
10.930626,108,2189.469647
18.587784,112,2189.690249
3.962207,81,2189.830492
4.490528,77,2189.987007
7.758603,65,2190.096999
8.988324,95,2190.289789
4.806703,66,2190.43751
6.61309,76,2190.571542
13.428291,93,2190.759707
1.498856,36,2190.821923
6.212878,67,2190.961104
5.008792,53,2191.052025
6.419399,68,2191.194149
4.604618,70,2191.316748
7.235197,128,2191.562809
6.65891,60,2191.69122
7.586797,72,2191.815472
4.422821,63,2191.946345
1.478582,34,2192.003856
8.542177,112,2192.218905
3.871754,44,2192.29431
8.322015,83,2192.462849
3.832106,78,2192.597295
12.588884,115,2192.827375
9.272356,90,2193.008503
30.910793,180,2193.355062
10.805973,146,2193.659501
13.241879,93,2193.820822
5.636253,67,2193.962453
6.204611,65,2194.075381
4.212825,79,2194.234003
10.299786,116,2194.454152
11.139069,135,2194.711141
3.75802,58,2194.81295
5.942794,60,2194.938888
11.322955,96,2195.132496
0.278529,193,2195.503113
8.484138,79,2195.666039
3.339922,48,2195.755033
5.530268,71,2195.903552
8.81209,70,2196.024277
5.376423,94,2196.210334
2.957786,40,2196.27991
9.849836,100,2196.479031
4.528628,65,2196.591381
3.830819,78,2196.748084
4.772463,59,2196.874003
5.882265,95,2197.034188
